iter,group,variant,target,issued_target,parse_noise,disturbed,closed_loop,max_retry,attempts_used,set_ok_last,set_fault_last,set_rtt_ms_last,disturb_ok_last,disturb_fault_last,disturb_rtt_ms_last,probe_ok_last,probe_fault_last,probe_value_last,probe_rtt_ms_last,converged,rtt_total_ms
3,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.290,,,,1,,1,3.599,1,17.890
4,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.661,1,,3.097,1,,1,3.660,0,20.418
5,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.228,,,,1,,1,3.702,1,17.930
6,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.439,,,,1,,0,3.696,1,17.135
7,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.482,1,,3.285,1,,0,3.820,0,20.586
8,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.382,,,,1,,0,2.879,1,16.262
9,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.636,,,,1,,1,2.929,1,16.564
10,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.672,,,,1,,0,3.481,1,17.153
11,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.091,,,,1,,1,3.576,1,17.668
12,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.179,,,,1,,0,3.650,1,17.829
13,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,14.361,1,,3.856,1,,0,3.356,0,21.573
14,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.929,1,,3.410,1,,1,2.904,0,20.242
15,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.993,,,,1,,1,3.474,1,17.468
16,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.065,1,,3.539,1,,1,3.039,0,20.643
17,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.613,1,,3.075,1,,0,3.578,0,20.266
18,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.378,1,,3.827,1,,1,3.329,0,21.534
19,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.944,,,,1,,1,3.410,1,17.354
20,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.007,,,,1,,0,3.492,1,17.500
21,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,14.106,1,,3.576,1,,0,3.587,0,21.270
22,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.147,,,,1,,0,3.641,1,17.788
23,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.196,,,,1,,1,3.697,1,17.893
24,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.405,1,,4.225,1,,1,3.744,0,22.374
25,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.343,1,,3.782,1,,0,3.336,0,20.462
26,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.057,,,,1,,0,3.535,1,17.592
27,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.166,,,,1,,1,3.590,1,17.755
28,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.227,1,,3.662,1,,1,3.703,0,21.593
29,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.294,,,,1,,1,3.760,1,18.055
30,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.372,,,,1,,0,3.848,1,17.220
31,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.384,,,,1,,1,2.854,1,16.238
32,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.955,,,,1,,0,3.418,1,17.373
33,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.036,,,,1,,1,3.509,1,17.546
34,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.060,1,,3.543,1,,1,3.051,0,20.654
35,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.165,,,,1,,1,3.606,1,17.771
36,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.189,,,,1,,0,3.722,1,17.912
37,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.249,,,,1,,1,3.712,1,16.960
38,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.758,1,,3.290,1,,1,3.806,0,20.854
39,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.448,,,,1,,1,2.834,1,16.283
40,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.592,,,,1,,0,2.875,1,16.468
41,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.663,1,,4.156,1,,0,3.653,0,21.472
42,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.365,,,,1,,0,3.762,1,18.126
43,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.359,,,,1,,1,3.804,1,17.163
44,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.354,,,,1,,0,3.338,1,16.692
45,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.917,,,,1,,1,3.424,1,17.341
46,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.035,,,,1,,0,3.485,1,17.521
47,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,14.073,1,,3.573,1,,0,3.037,0,20.683
48,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.641,1,,3.101,1,,1,3.647,0,20.389
49,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.225,,,,1,,1,3.209,1,17.434
50,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.823,,,,1,,0,3.280,1,17.103
51,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.914,,,,1,,1,3.347,1,17.262
52,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.137,,,,1,,0,3.410,1,17.547
53,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.480,1,,4.110,1,,0,3.521,0,21.111
54,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.238,,,,1,,0,3.621,1,17.859
55,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.301,,,,1,,1,3.839,1,18.140
56,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.349,,,,1,,0,3.341,1,16.690
57,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.886,,,,1,,1,3.419,1,17.305
58,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.977,,,,1,,0,3.501,1,17.478
59,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.074,,,,1,,1,3.559,1,17.633
60,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.625,,,,1,,0,3.098,1,16.723
61,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.679,,,,1,,1,3.145,1,16.824
62,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.220,,,,1,,0,3.568,1,17.788
63,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.305,,,,1,,1,3.782,1,18.087
64,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.423,,,,1,,0,3.164,1,16.588
65,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.972,,,,1,,1,3.307,1,17.279
66,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.007,1,,3.491,1,,1,3.071,0,20.569
67,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.574,,,,1,,1,3.076,1,16.650
68,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.617,,,,1,,0,3.470,1,17.088
69,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.189,,,,1,,1,3.638,1,17.827
70,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.293,,,,1,,0,3.719,1,18.011
71,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.281,,,,1,,1,3.095,1,17.376
72,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.877,1,,3.326,1,,1,3.888,0,21.090
73,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.493,1,,3.910,1,,0,3.479,0,20.882
74,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.054,,,,1,,0,3.560,1,17.614
75,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,14.200,1,,3.647,1,,0,3.180,0,21.026
76,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.758,,,,1,,0,3.235,1,16.993
77,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.788,,,,1,,1,3.301,1,17.089
78,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.355,,,,1,,0,3.833,1,17.188
79,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.418,1,,3.391,1,,0,3.924,0,20.732
80,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.485,1,,4.041,1,,1,3.510,0,21.035
81,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,14.218,1,,3.725,1,,0,3.051,0,20.994
82,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.788,,,,1,,0,3.306,1,17.094
83,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.849,,,,1,,1,3.371,1,17.221
84,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.934,,,,1,,0,3.443,1,17.377
85,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.062,,,,1,,1,3.523,1,17.586
86,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.576,,,,1,,0,3.044,1,16.620
87,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.624,1,,3.105,1,,0,3.603,0,20.332
88,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.219,,,,1,,0,3.760,1,17.978
89,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,13.792,,,,1,,1,3.371,1,17.163
90,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,13.831,,,,1,,0,3.328,1,17.159
91,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.903,1,,3.400,1,,0,2.855,0,20.158
92,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.471,1,,4.049,1,,1,3.469,0,20.990
93,G4_m_with_o_no_retry,guarded,1,1,0,0,1,1,1,1,,14.235,,,,1,,1,3.561,1,17.796
94,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.254,1,,3.092,1,,1,3.623,0,20.969
95,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,14.435,1,,3.873,1,,0,3.407,0,21.715
96,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,14.034,1,,3.452,1,,1,3.083,0,20.569
97,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,13.577,1,,4.091,1,,0,3.637,0,21.305
98,G4_m_with_o_no_retry,guarded,0,0,0,0,1,1,1,1,,14.188,,,,1,,0,3.676,1,17.864
99,G4_m_with_o_no_retry,guarded,1,1,0,1,1,1,1,1,,14.259,1,,3.737,1,,0,3.802,0,21.798
100,G4_m_with_o_no_retry,guarded,0,0,0,1,1,1,1,1,,13.306,1,,3.837,1,,1,3.305,0,20.448
1,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,14.031,,,,1,,1,3.461,1,37.652
2,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.063,,,,1,,0,3.035,1,17.098
3,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.613,,,,1,,1,3.073,1,16.686
4,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,14.246,,,,1,,0,3.214,1,37.909
5,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.793,,,,1,,1,3.278,1,17.070
6,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.862,,,,1,,0,3.183,1,17.046
7,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.535,,,,1,,1,3.058,1,36.955
8,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.587,,,,1,,0,3.063,1,16.650
9,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.160,,,,1,,1,3.650,1,17.809
10,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.266,,,,1,,0,3.211,1,17.478
11,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.773,,,,1,,1,3.283,1,17.056
12,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.825,,,,1,,0,3.306,1,17.131
13,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.483,,,,1,,1,3.467,1,38.120
14,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.582,,,,1,,0,3.125,1,37.366
15,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.663,,,,1,,1,3.160,1,16.823
16,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.348,,,,1,,0,3.109,1,37.215
17,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.459,,,,1,,1,3.999,1,38.674
18,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,14.208,,,,1,,0,3.188,1,38.624
19,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.775,,,,1,,1,3.243,1,17.018
20,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.786,,,,1,,0,3.277,1,17.064
21,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.426,,,,1,,1,3.403,1,37.856
22,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.000,,,,1,,0,3.427,1,17.427
23,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.065,,,,1,,1,3.523,1,17.588
24,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,14.221,,,,1,,0,3.707,1,38.811
25,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.861,,,,1,,1,3.353,1,38.570
26,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.926,,,,1,,0,3.481,1,17.407
27,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.560,,,,1,,1,2.998,1,16.559
28,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,14.192,,,,1,,0,3.635,1,39.050
29,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.371,,,,1,,1,3.680,1,18.051
30,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.414,,,,1,,0,3.221,1,16.635
31,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.803,,,,1,,1,3.294,1,17.097
32,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.867,,,,1,,0,3.311,1,17.179
33,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.101,,,,1,,1,2.908,1,17.009
34,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,14.112,,,,1,,0,3.562,1,38.713
35,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.362,,,,1,,1,3.646,1,18.008
36,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.752,,,,1,,0,3.187,1,16.939
37,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.828,,,,1,,1,3.254,1,17.082
38,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.575,,,,1,,0,2.932,1,37.027
39,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.644,,,,1,,1,3.205,1,16.849
40,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.170,,,,1,,0,3.527,1,17.697
41,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,14.160,,,,1,,1,3.624,1,38.735
42,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.404,,,,1,,0,3.687,1,18.090
43,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.431,,,,1,,1,3.738,1,17.168
44,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.608,,,,1,,0,2.994,1,16.602
45,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.569,,,,1,,1,3.021,1,16.590
46,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.152,,,,1,,0,3.425,1,17.577
47,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,14.325,,,,1,,1,3.606,1,39.682
48,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.982,,,,1,,0,3.417,1,39.091
49,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.056,,,,1,,1,3.496,1,17.553
50,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.063,,,,1,,0,3.083,1,17.145
51,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.626,,,,1,,1,3.629,1,17.255
52,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.192,,,,1,,0,3.687,1,17.880
53,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.840,,,,1,,1,3.374,1,38.415
54,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.892,,,,1,,0,3.406,1,17.297
55,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.002,,,,1,,1,2.964,1,16.966
56,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.572,,,,1,,0,3.563,1,17.135
57,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.121,,,,1,,1,3.627,1,17.748
58,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.160,,,,1,,0,3.655,1,17.815
59,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.208,,,,1,,1,3.678,1,17.886
60,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.249,,,,1,,0,3.735,1,17.984
61,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.489,,,,1,,1,3.832,1,17.321
62,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.538,,,,1,,0,2.852,1,16.390
63,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.952,,,,1,,1,3.454,1,17.407
64,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.167,,,,1,,0,3.691,1,17.857
65,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.764,,,,1,,1,3.079,1,17.843
66,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.865,,,,1,,0,3.266,1,38.172
67,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.934,,,,1,,1,3.427,1,17.361
68,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.018,,,,1,,0,3.483,1,17.501
69,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.059,,,,1,,1,3.550,1,17.608
70,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.133,,,,1,,0,3.059,1,17.192
71,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.654,,,,1,,1,3.469,1,17.122
72,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.814,,,,1,,0,3.311,1,38.381
73,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.474,,,,1,,1,2.966,1,38.086
74,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.542,,,,1,,0,3.064,1,16.606
75,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,14.122,,,,1,,1,3.155,1,38.590
76,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.722,,,,1,,0,3.200,1,16.922
77,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.760,,,,1,,1,3.237,1,16.997
78,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.790,,,,1,,0,3.332,1,17.123
79,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.922,,,,1,,1,3.454,1,38.432
80,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.544,,,,1,,0,3.044,1,37.192
81,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.387,,,,1,,1,3.867,1,38.134
82,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.983,,,,1,,0,3.504,1,17.487
83,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,14.091,,,,1,,1,3.586,1,17.677
84,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.102,,,,1,,0,3.097,1,17.199
85,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.659,,,,1,,1,3.129,1,16.789
86,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.734,,,,1,,0,3.209,1,16.944
87,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.333,,,,1,,1,3.821,1,37.927
88,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,13.343,,,,1,,0,3.855,1,17.198
89,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.908,,,,1,,1,3.443,1,17.350
90,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.083,,,,1,,0,3.032,1,17.115
91,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,14.104,,,,1,,1,3.645,1,38.946
92,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.771,,,,1,,0,3.757,1,38.639
93,G3_m_with_o,guarded,1,1,0,0,1,3,1,1,,13.338,,,,1,,1,3.880,1,17.218
94,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,14.169,,,,1,,0,3.515,1,38.473
95,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,14.287,,,,1,,1,3.596,1,39.037
96,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,13.955,,,,1,,0,3.491,1,39.059
97,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,14.167,,,,1,,1,3.658,1,38.956
98,G3_m_with_o,guarded,0,0,0,0,1,3,1,1,,14.225,,,,1,,0,3.791,1,18.016
99,G3_m_with_o,guarded,1,1,0,1,1,3,2,1,,13.860,,,,1,,1,3.365,1,37.683
100,G3_m_with_o,guarded,0,0,0,1,1,3,2,1,,14.043,,,,1,,0,3.597,1,38.844
